time,rank,surrogate,generation,epoch,paramsID,avg_validation_loss
1707591140.1251187,0,StaticSurrogate,0,0,lr=0.002496251410891005#perm=BCA,1.111489161367002
1707591177.9293013,0,StaticSurrogate,0,1,lr=0.002496251410891005#perm=BCA,0.7113263463492124
1707591215.7596018,0,StaticSurrogate,0,2,lr=0.002496251410891005#perm=BCA,0.8087933875866556
1707591253.5959253,0,StaticSurrogate,0,3,lr=0.002496251410891005#perm=BCA,0.7806562858967476
1707591291.4385486,0,StaticSurrogate,0,4,lr=0.002496251410891005#perm=BCA,0.7212538960073093
1707591329.3233087,0,StaticSurrogate,0,5,lr=0.002496251410891005#perm=BCA,0.7724223201245602
1707591367.2054641,0,StaticSurrogate,0,6,lr=0.002496251410891005#perm=BCA,0.6402909072192445
1707591405.0283604,0,StaticSurrogate,0,7,lr=0.002496251410891005#perm=BCA,0.6699646242674827
1707591442.8387222,0,StaticSurrogate,0,8,lr=0.002496251410891005#perm=BCA,0.6125454544634524
1707591480.6491785,0,StaticSurrogate,0,9,lr=0.002496251410891005#perm=BCA,0.5966037484124336
1707591519.8184438,0,StaticSurrogate,1,0,lr=0.00044189762501701917#perm=BCA,0.871824851380146
1707591557.8348384,0,StaticSurrogate,1,1,lr=0.00044189762501701917#perm=BCA,0.7244633203153004
1707591595.7504625,0,StaticSurrogate,1,2,lr=0.00044189762501701917#perm=BCA,0.5956515536915271
1707591633.7452974,0,StaticSurrogate,1,3,lr=0.00044189762501701917#perm=BCA,0.602391036131082
1707591671.6717615,0,StaticSurrogate,1,4,lr=0.00044189762501701917#perm=BCA,0.5310128829968183
1707591709.5589879,0,StaticSurrogate,1,5,lr=0.00044189762501701917#perm=BCA,0.565495212896972
1707591747.4950657,0,StaticSurrogate,1,6,lr=0.00044189762501701917#perm=BCA,0.5939619245161705
1707591785.463945,0,StaticSurrogate,1,7,lr=0.00044189762501701917#perm=BCA,0.5925060777059044
1707591823.3478022,0,StaticSurrogate,1,8,lr=0.00044189762501701917#perm=BCA,0.5676837649925047
1707591861.2566142,0,StaticSurrogate,1,9,lr=0.00044189762501701917#perm=BCA,0.5806928527770882
1707591900.2742863,0,StaticSurrogate,2,0,lr=0.01#perm=BCA,1.3005045889391826
1707591938.0976303,0,StaticSurrogate,2,1,lr=0.01#perm=BCA,3.0554605310400764
1707591977.2217963,0,StaticSurrogate,3,0,lr=0.01#perm=BCA,1.3596566842177185
1707592015.1462517,0,StaticSurrogate,3,1,lr=0.01#perm=BCA,1.5836249453416091
1707592052.969801,0,StaticSurrogate,3,2,lr=0.01#perm=BCA,1.28831725855483
1707592092.1633325,0,StaticSurrogate,4,0,lr=0.01#perm=BCA,2.2448472731788165
1707592168.714934,0,StaticSurrogate,5,0,lr=0.00016710661971166413#perm=CAB,1.0301010923203249
1707592206.558063,0,StaticSurrogate,5,1,lr=0.00016710661971166413#perm=CAB,0.9166697048948428
1707592244.2461753,0,StaticSurrogate,5,2,lr=0.00016710661971166413#perm=CAB,0.8004817203708574
1707592283.367697,0,StaticSurrogate,6,0,lr=0.01#perm=BCA,1.6564814082779806
1707592360.4682515,0,StaticSurrogate,7,0,lr=0.0024997211725322757#perm=ACB,0.9130721455097384
1707592398.1705086,0,StaticSurrogate,7,1,lr=0.0024997211725322757#perm=ACB,0.7267880550995922
1707592436.0089335,0,StaticSurrogate,7,2,lr=0.0024997211725322757#perm=ACB,0.6568555326222891
1707592474.883094,0,StaticSurrogate,8,0,lr=0.01#perm=CAB,1.4827746654467076
1707592512.6218998,0,StaticSurrogate,8,1,lr=0.01#perm=CAB,1.1530826947147492
1707592550.2522175,0,StaticSurrogate,8,2,lr=0.01#perm=CAB,1.1079232373656966
1707592589.293102,0,StaticSurrogate,9,0,lr=0.01#perm=BCA,1.5355266368146576
1707592627.1532443,0,StaticSurrogate,9,1,lr=0.01#perm=BCA,1.135473560513529
1707592665.1101415,0,StaticSurrogate,9,2,lr=0.01#perm=BCA,0.9511613289421128
1707592704.046294,0,StaticSurrogate,10,0,lr=0.01#perm=ACB,1.015798353577251
